RT,Best_match_name,All_match_list,Quant_Ion,Relative_Peak_Area,Peak_Height
2617.662,"2-Propenoic acid, 3-phenyl-","'2-Propenoic acid, 3-phenyl-', 0.47",147.0,27086.516989104635,2995.9865341186523
2632.47400000002,Unknown,,194.0,5990.786192107531,839.331290602684
2696.94499999998,"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-","'5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-', 0.53, '2,6-Dodecadien-1-al', 0.47, '5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-', 0.69, '2,6-Octadien-1-ol, 3,7-dimethyl-, propanoate, (Z)-', 0.42, '5,9-Undecadien-2-one, 6,10-dimethyl-', 0.61",41.0,5264564.730407483,563102.9115600586
2728.18099999998,"2,5-di-tert-Butyl-1,4-benzoquinone","'2,5-di-tert-Butyl-1,4-benzoquinone', 0.72, '2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-', 0.58",220.0,4492.235642175903,873.7843667268753
2802.99499999998,trans-beta-Ionone,"'trans-beta-Ionone', 0.73",177.0,1909837.9127675102,239782.72811889648
2846.80300000002,Unknown,,57.0,150091.92754476302,28698.9285697937
2865.65200000002,Unknown,,57.0,454000.92056624964,83216.89517974854
2897.03599999998,Unknown,,147.0,232550.45655507152,40115.16397857666
2915.77399999998,"2,4-Di-tert-butylphenol","'Phenol, 2,5-bis(1,1-dimethylethyl)-', 0.6, '2,4-Di-tert-butylphenol', 0.65, '1,3-Benzodioxole, 4-methoxy-6-(2-propenyl)-', 0.58",192.0,3799928.648528326,547943.6879882812
2959.6909999999802,Unknown,,180.0,1335.736019741026,325.24136578893126
3029.66500000002,Unknown,,222.0,1729.2617808406942,453.9204921722412
3091.4190000000003,Unknown,,207.0,49052.03331036172,4913.895695018738
3101.00200000002,Unknown,,385.0,701.8971576607953,207.69064947643267
3178.52299999998,Unknown,,135.0,5022.628273909665,1186.2972908708161
3199.24699999998,Unknown,,173.0,2290.4769397708974,509.30898615210185
3205.46800000002,Unknown,,222.0,8815.066724745659,1430.3578877449036
3213.7699999999804,Unknown,,71.0,219054.6699831923,37534.71353149414
3469.7560000000203,Unknown,,355.0,52050.76235108079,9211.550590515137
3544.88200000002,Unknown,,71.0,45822.890549235875,7823.9227267445785
3821.90200000002,Unknown,,85.0,57884.18643914224,12102.501770019531
3852.73300000002,Hexobarbital,"'Hexobarbital', 0.45",221.0,336456.62888845825,98520.39459228516
3873.72199999998,Dibutyl phthalate,"'1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester', 0.64, 'Dibutyl phthalate', 0.65",149.0,3204628.1583878445,641153.5415039062
3888.5689999999804,Unknown,,222.0,7138.025528875451,1430.5896877712673
3892.8109999999797,Unknown,,356.0,3386.9070058212774,549.1151525974274
3897.0520000000197,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione","'7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione', 0.56",85.0,95027.07932969167,11634.987548828125
3901.2829999999803,Unknown,,87.0,462872.17445045296,81210.16174316406
3922.38100000002,Unknown,,221.0,148351.3029638014,40293.336975097656
3926.616,Unknown,,125.0,2995.163776124427,859.3902335166931
3937.2030000000004,Unknown,,61.0,12460.304938094845,3185.130043029785
3943.5550000000203,Unknown,,355.0,15494.295110169962,2384.2296438217163
3947.7629999999995,Unknown,,161.0,1256.9311259823148,383.1762783527374
3956.1769999999797,Unknown,,71.0,27166.65999596333,8102.842682062805
3964.5869999999995,Unknown,,71.0,44772.347692948926,12602.060821533203
3979.25299999998,Unknown,,71.0,88954.93255391455,14578.262369791666
3994.9819999999804,"9-Octadecenamide, (Z)-","'1-Eicosene', 0.43, '9,12-Octadecadienoic acid (Z,Z)-', 0.54, '9-Octadecenamide, (Z)-', 0.57",281.0,136340.29513514938,20478.606119791668
4000.245,Unknown,,71.0,57427.86770679832,13535.257751464844
4005.5080000000203,Unknown,,356.0,1495.7317544189152,406.3098135792211
4008.6659999999997,Unknown,,147.0,26771.028106894453,6365.494140625
4012.87699999998,Unknown,,190.0,3005.903482981766,771.3218535062915
4016.0350000000203,"7H-Furo[3,2-g][1]benzopyran-7-one, 4,9-dimethoxy-","'7H-Furo[3,2-g][1]benzopyran-7-one, 4,9-dimethoxy-', 0.43",147.0,77750.50675430617,15924.769302368164
4021.2979999999798,"9-Octadecenamide, (Z)-_analogue","'9,12-Octadecadienoic acid (Z,Z)-', 0.45, '9-Octadecenamide, (Z)-', 0.56",73.0,1112241.1362740393,198908.875
4033.93000000002,Unknown,,356.0,2050.6229211699756,554.7932825088501
4046.514,Unknown,,73.0,754202.2888160185,185469.07006835938
4053.78499999998,Unknown,,150.0,10699.083892886341,2286.7587337493896
4092.414,Unknown,,237.0,1049.3664470454419,299.41974137777765
4109.23999999998,Tetracosane,"'Tetracosane', 0.41, 'Hexacosane', 0.41",281.0,181250.7173790099,49721.50564236111
